Chr Gene nSNPs nSims Start Stop Test Pvalue Top.0.1.pvalue Best.SNP SNP.pvalue
16 ACSF3 107 1000 87687754 87749670 37.6477330200139 0.928 0.653 rs4302032 0.1227
16 ACSM1 110 1000 20542059 20610079 193.746385592032 0.13 0.118 rs3087812 0.01753
16 ACSM2A 86 1e+05 20370359 20406492 175.480789042487 0.08686 0.00542 rs1155876 0.000307600000000004
16 ACSM2B 88 1e+05 20455583 20495196 194.799625161747 0.06215 0.00512 rs1155876 0.000307600000000004
16 ACSM3 87 1000 20682812 20715980 122.575575608541 0.23 0.102 rs2269863 0.0384
16 ACSM5 103 1000 20328356 20359782 71.3301187430824 0.74 0.218 rs12927344 0.02324
16 ADAD2 192 1000 82782244 82788273 100.787578519345 0.915 0.661 rs13336576 0.02451
16 ADAMTS18 427 1e+05 75873525 76026512 590.763148735246 0.18007 0.04036 rs17621123 0.00168200000000001
16 ADAT1 91 1e+05 74190498 74214655 180.332432068634 0.08927 0.09266 rs6564267 0.01437
16 ADCY7 85 1000 48879323 48909544 58.0654056731336 0.646 0.273 rs7186882 0.01745
16 ADCY9 276 1000 3952652 4106187 296.672868121365 0.358 0.194 rs2238455 0.0084
16 AGRP 28 1e+05 66073974 66075217 22.5549935695175 0.43757 0.10827 rs1471142 0.00532999999999999
16 AKTIP 74 1000 52082692 52094671 32.1667129872594 0.844 0.411 rs17802269 0.0796499999999998
16 ALDOA 56 1e+05 29971991 29989236 269.114230392049 0.00378 0.00911 rs7190269 0.00100200000000002
16 ALG1 59 1000 5061820 5075589 59.2131261415738 0.41 0.139 rs9673733 0.021
16 AMFR 123 1e+05 54952864 55016945 254.597855439677 0.05967 0.04703 rs12930151 0.00410900000000002
16 ANKRD11 196 1e+05 87861535 88084470 403.424049265996 0.07073 0.05049 rs3114870 0.000865500000000012
16 ANKS3 81 1e+05 4686513 4724164 155.820709146851 0.10637 0.06026 rs4786532 0.00763899999999997
16 ANKS4B 90 1000 21152516 21171251 126.064619766535 0.196 0.218 rs8062610 0.0268900000000001
16 AP1G1 101 1e+05 70320405 70400477 307.697889408916 0.03199 0.03736 rs11861296 0.00820799999999999
16 APOB48R 27 1e+05 28413493 28417783 35.0591978603549 0.24162 0.03743 rs1074629 0.01203
16 APRT 90 1000 87403377 87405843 73.2117402456408 0.582 0.373 rs555812 0.01937
16 AQP8 76 1000 25135785 25147754 113.665749386835 0.145 0.174 rs6497820 0.0448999999999999
16 ARHGAP17 131 1e+05 24838212 24934176 245.478057462795 0.10017 0.10102 rs4238911 0.02128
16 ARHGDIG 74 1e+05 270606 273004 198.067795964817 0.01475 0.01596 rs757460 0.00243200000000001
16 ARL2BP 50 1000 55836538 55845046 27.6721795120487 0.768 0.583 rs9843 0.0816700000000001
16 ARL6IP1 60 1e+05 18710491 18720358 117.42243706128 0.11197 0.04274 rs12926959 0.01021
16 ARMC5 41 1000 31377817 31385989 33.8477937373743 0.49 0.455 rs11643752 0.120499999999999
16 ASPHD1 33 1e+05 29819647 29824878 88.1224900905771 0.04633 0.05112 rs4787484 0.0163799999999999
16 ATF7IP2 107 1000 10430225 10484996 132.372642883495 0.251 0.221 rs7199179 0.0291
16 ATMIN 125 1000 79626958 79638452 38.6417616363735 0.859 0.494 rs804896 0.126700000000001
16 ATP2A1 43 1000 28797309 28823331 57.1906703193431 0.242 0.28 rs7498491 0.1143
16 ATP2C2 462 1e+05 82959633 83055294 449.66669967743 0.58638 0.10567 rs8046808 0.00327699999999999
16 ATP6V0D1 47 1000 66029417 66072590 32.8108053859636 0.475 0.208 rs1471142 0.00532999999999999
16 ATXN2L 32 1000 28741914 28756059 53.1948739766309 0.178 0.159 rs7498491 0.1143
16 AXIN1 115 1e+05 277440 342465 300.182922398988 0.01611 0.01623 rs757460 0.00243200000000001
16 BAIAP3 89 1000 1324663 1339443 131.469464006951 0.158 0.191 rs8052688 0.0256399999999998
16 BANP 147 1000 86542538 86668425 210.535362874188 0.177 0.162 rs4843789 0.02605
16 BBS2 111 1e+05 55075798 55111696 140.199082033866 0.25227 0.08078 rs16959689 0.0142
16 BCAR1 114 1e+05 73820428 73843004 335.485240654876 0.01103 0.00958 rs11149808 0.000816000000000003
16 BCKDK 44 1e+05 31027162 31031613 250.968703874852 0.00369 0.00326 rs889555 0.000814399999999985
16 BCL7C 30 1e+05 30806616 30812900 194.938092997831 0.00387 0.00299 rs1458201 0.00122499999999998
16 BCMO1 189 1000 79829796 79882248 119.331099688009 0.828 0.54 rs7202895 0.03687
16 BFAR 21 1e+05 14634296 14670195 40.0975843870131 0.06989 0.12367 rs12933637 0.04491
16 BOLA2-2 11 1000 30111756 30113128 1.51403038183755 0.909 0.702 rs35089016 0.5635
16 BOLA2B-2 11 1000 30111756 30113128 1.51403038183755 0.901 0.671 rs35089016 0.5635
16 BRD7 118 1000 48910441 48960330 66.9123584439117 0.833 0.499 rs7186882 0.01745
16 BTBD12 61 1e+05 3571183 3601586 102.193976453296 0.12344 0.02102 rs2158442 0.00178299999999999
16 C16orf13 75 1e+05 624429 626348 183.347269015229 0.04966 0.04619 rs1139897 0.001958
16 C16orf14 79 1e+05 631849 638475 219.037004454162 0.02961 0.03472 rs1139897 0.001958
16 C16orf3 83 1000 88622816 88623810 67.1898819882854 0.546 0.258 rs7201721 0.0297499999999999
16 C16orf33 37 1000 43828 47669 8.45899013191046 0.996 0.765 rs216606 0.1638
16 C16orf35 70 1000 75803 128672 62.3832212473206 0.534 0.104 rs12923613 0.00579700000000002
16 C16orf42 85 1000 1339241 1341874 125.704265847552 0.173 0.153 rs8052688 0.0256399999999998
16 C16orf45 101 1e+05 15435825 15589418 194.361435300241 0.06433 0.05219 rs12924092 0.00311100000000001
16 C16orf46 132 1000 79644602 79668373 49.2768744892171 0.889 0.59 rs8045625 0.0220899999999999
16 C16orf48 15 1000 66254350 66258129 4.55742383897646 0.872 0.431 rs6979 0.172
16 C16orf5 86 1000 4500677 4528817 36.5789328070962 0.762 0.284 rs17830358 0.1061
16 C16orf53 26 1000 29735028 29741317 30.9072695420745 0.298 0.104 rs12917712 0.0328799999999999
16 C16orf54 8 1000 29661286 29664841 11.8894072753125 0.182 0.107 rs7195050 0.0707500000000001
16 C16orf55 76 1000 88251710 88265176 58.4596036415945 0.466 0.269 rs258322 0.0444400000000001
16 C16orf57 79 1000 56592805 56613023 109.998019104787 0.195 0.176 rs12600304 0.01145
16 C16orf58 66 1000 31408315 31427207 57.5137921208776 0.48 0.488 rs11643752 0.120499999999999
16 C16orf59 16 1000 2450115 2454965 5.46577589414568 0.632 0.123 rs12443553 0.0388099999999999
16 C16orf61 135 1000 79567199 79597997 36.8760078594736 0.966 0.746 rs13334626 0.183
16 C16orf62 227 1e+05 19474540 19619945 428.646247080561 0.06921 0.00423 rs1858973 0.000415399999999998
16 C16orf63 105 1000 15867077 15889948 84.6354384308454 0.561 0.306 rs7202597 0.04472
16 C16orf65 21 1000 21902986 21919929 15.6853149439933 0.466 0.124 rs16972595 0.0601299999999998
16 C16orf68 125 1000 8623027 8647580 175.784398987582 0.192 0.126 rs1730971 0.01497
16 C16orf7 120 1000 88301041 88314895 88.7556756715659 0.632 0.274 rs13339414 0.02778
16 C16orf70 45 1000 65701415 65739943 19.474896741585 0.847 0.535 rs35449178 0.1319
16 C16orf71 72 1e+05 4724289 4739398 120.101511915731 0.14137 0.08122 rs759992 0.00440699999999999
16 C16orf72 86 1000 9093037 9121056 72.6021029336441 0.486 0.442 rs9939607 0.1049
16 C16orf73 183 1000 1823989 1850456 106.49284528697 0.561 0.29 rs1028590 0.0589199999999998
16 C16orf74 148 1000 84298624 84342190 118.788810191485 0.572 0.177 rs9926882 0.01538
16 C16orf75 136 1000 11346811 11353118 146.517849397899 0.37 0.235 rs11643798 0.001835
16 C16orf78 112 1000 47965308 47990820 110.002140090286 0.436 0.179 rs152657 0.0190300000000001
16 C16orf79 48 1e+05 2199254 2201012 88.5261871973754 0.11553 0.05458 rs8062006 0.00807300000000001
16 C16orf80 73 1000 56704997 56720797 88.9425489412193 0.273 0.247 rs9937047 0.0358900000000001
16 C16orf84 113 1000 87300391 87309287 69.7556844065488 0.809 0.599 rs750739 0.04224
16 C16orf85 80 1e+05 87147612 87164049 112.237744365442 0.17728 0.05347 rs7203305 0.00496499999999999
16 C16orf86 15 1000 66258217 66260162 4.55742383897646 0.887 0.441 rs6979 0.172
16 C16orf87 26 1000 45393459 45422575 12.2200379347716 0.653 0.245 rs12930613 0.112099999999999
16 C16orf88 68 1e+05 19625174 19636993 384.696779965959 0.00137 0.00195 rs1858973 0.000415399999999998
16 C1QTNF8 71 1e+05 1078226 1086245 69.4396624574813 0.4549 0.06499 rs2038128 0.003038
16 CA5A 100 1000 86479125 86527613 66.8982635088484 0.676 0.475 rs11863558 0.0404200000000001
16 CA7 55 1000 65435782 65445550 45.1965046803471 0.457 0.333 rs363175 0.1201
16 CACNA1H 61 1000 1143241 1211773 63.3985724668682 0.334 0.193 rs11648002 0.02433
16 CACNG3 228 1000 24174376 24281238 311.108317152848 0.196 0.121 rs4787985 0.008968
16 CALB2 133 1e+05 69950126 69981843 256.04015252049 0.05497 0.04445 rs8053498 0.00298799999999999
16 CAPNS2 101 1000 54158084 54159093 29.833065021687 0.853 0.371 rs183154 0.006406
16 CARHSP1 98 1000 8854302 8870364 80.7398270671755 0.526 0.216 rs1058967 0.0318500000000002
16 CASKIN1 53 1e+05 2167184 2186466 106.542578265861 0.09152 0.05842 rs8062006 0.00807300000000001
16 CBFA2T3 131 1e+05 87468767 87570902 179.178483917487 0.17765 0.05866 rs12927804 0.00323800000000001
16 CBFB 35 1000 65620550 65692459 17.0758580243039 0.71 0.419 rs35449178 0.1319
16 CBLN1 94 1000 47870199 47873184 22.6294378951935 0.983 0.787 rs1437112 0.0515499999999998
16 CCDC101 56 1e+05 28472757 28510610 97.5417353322693 0.13127 0.01193 rs2291937 0.000173200000000004
16 CCDC102A 101 1000 56103590 56127978 66.5524000254084 0.712 0.54 rs8055133 0.0145
16 CCDC113 149 1e+05 56841363 56875235 232.537803170258 0.15648 0.07982 rs2303228 0.00473799999999999
16 CCDC135 140 1000 56286226 56322868 126.96302741073 0.559 0.235 rs3859052 0.02153
16 CCDC64B 67 1000 3017868 3025543 48.6451955462487 0.63 0.498 rs4786377 0.0404999999999998
16 CCDC78 59 1e+05 712582 716460 109.594677184888 0.08005 0.05921 rs4984683 0.00414200000000002
16 CCDC95 66 1e+05 29915031 29924613 302.647883415621 0.01122 0.0108 rs7190269 0.00100200000000002
16 CCL17 97 1000 55996179 56007475 60.8374538027611 0.739 0.769 rs648742 0.164699999999999
16 CCL22 83 1000 55950218 55957602 55.2060056137853 0.688 0.504 rs948705 0.0610299999999999
16 CCNF 28 1000 2419395 2448860 6.75938954534832 0.736 0.247 rs12443553 0.0388099999999999
16 CD19 43 1000 28850760 28858164 49.9009859685271 0.31 0.24 rs8047616 0.03253
16 CD2BP2 26 1e+05 30271668 30274128 64.3897867760803 0.0884 0.06446 rs4500754 0.01591
16 CDH1 156 1000 67328695 67426945 117.411767408973 0.571 0.164 rs9939701 0.01403
16 CDH11 426 1000 63538183 63713420 554.534294020266 0.179 0.138 rs16968223 0.01479
16 CDH13 2772 1000 81218078 82387700 2104.48011272856 0.968 0.688 rs3852728 0.000447500000000004
16 CDH15 89 1000 87765663 87789401 137.062721031893 0.173 0.114 rs4785627 0.02184
16 CDH16 55 1000 65499525 65510267 25.0262160501241 0.85 0.493 rs7194513 0.0823099999999999
16 CDH3 95 1000 67235651 67290458 50.6282458048382 0.713 0.408 rs4783665 0.0582299999999999
16 CDH5 131 1000 64958025 64996190 116.317217472875 0.528 0.237 rs11646672 0.0267200000000001
16 CDH8 355 1000 60244735 60627537 286.270973458256 0.637 0.257 rs10500452 0.00690199999999997
16 CDIPT 36 1e+05 29777178 29782079 71.7879986534029 0.11153 0.04655 rs4787484 0.0163799999999999
16 CDK10 106 1000 88280576 88290263 91.3002855594153 0.545 0.318 rs13339414 0.02778
16 CDR2 33 1000 22264757 22293439 14.5595190856163 0.796 0.551 rs4238735 0.164
16 CDT1 98 1000 87397686 87403167 83.0385127628826 0.515 0.349 rs555812 0.01937
16 CDYL2 341 1000 79195176 79395676 229.865136194668 0.843 0.366 rs9936996 0.0227100000000001
16 CENPN 142 1000 79597603 79624210 48.9002493750527 0.887 0.618 rs804896 0.126700000000001
16 CENPT 38 1000 66419560 66438862 14.6374775415741 0.825 0.318 rs34298659 0.0770799999999997
16 CES1 104 1e+05 54394264 54424576 140.347816130387 0.18618 0.09863 rs4122238 0.00923000000000002
16 CES2 46 1000 65525847 65536495 24.3632822120405 0.805 0.474 rs7194513 0.0823099999999999
16 CES3 33 1000 65552638 65566553 21.5312908711273 0.733 0.469 rs7194513 0.0823099999999999
16 CES7 136 1000 54437628 54466783 102.278178526467 0.637 0.25 rs4122238 0.00923000000000002
16 CETP 155 1e+05 55553335 55575257 195.490178288579 0.25192 0.03277 rs291042 0.00107600000000003
16 CFDP1 176 1e+05 73885108 74024888 354.011153769244 0.0899 0.05062 rs12443712 0.00519500000000001
16 CHD9 220 1000 51646445 51918915 378.645048107585 0.111 0.182 rs10153130 0.0146800000000001
16 CHMP1A 80 1000 88238344 88251630 60.4228786074756 0.51 0.278 rs258322 0.0444400000000001
16 CHP2 75 1e+05 23673448 23677757 102.468448304864 0.21072 0.07219 rs17751605 0.0112499999999999
16 CHST4 71 1e+05 70117561 70129917 233.69564222639 0.01007 0.01857 rs9936249 0.002443
16 CHST5 69 1e+05 74119928 74126569 152.371561547911 0.05792 0.02892 rs3736377 0.001976
16 CHST6 84 1e+05 74064522 74086427 173.339099688611 0.04911 0.03332 rs3736377 0.001976
16 CHTF18 64 1000 778622 788075 34.8376937413076 0.85 0.674 rs3765265 0.0675099999999996
16 CIAPIN1 97 1000 56019587 56038870 62.1367925324725 0.722 0.699 rs2074545 0.151300000000003
16 CIITA 121 1e+06 10878555 10926341 465.909823455151 0.000424 0.000535 rs9302457 1.45099999999999e-05
16 CIRH1A 53 1e+05 67723999 67760438 89.7870981258624 0.14062 0.01563 rs3815821 0.002866
16 CKLF 74 1000 65143966 65157655 30.4470332598613 0.777 0.467 rs12448207 0.1311
16 CLCN7 105 1000 1434935 1465086 64.1281883110074 0.843 0.409 rs3736721 0.0564499999999998
16 CLDN6 67 1000 3004713 3008189 44.1169217077984 0.708 0.593 rs2360168 0.117199999999999
16 CLDN9 65 1000 3002206 3004507 44.4093477201929 0.669 0.588 rs2360168 0.117199999999999
16 CLEC16A 368 1e+05 10945942 11183539 1412.30502069806 0.00149 0.00054 rs4781031 8.20400000000007e-06
16 CLEC3A 239 1e+05 76613943 76623499 401.476801567125 0.1317 0.05216 rs390780 0.00284
16 CLN3 21 1e+05 28396100 28411124 22.7274499856918 0.30971 0.07977 rs153107 0.02755
16 CLUAP1 69 1e+05 3490963 3527670 142.251708861421 0.05915 0.05152 rs9940099 0.00311199999999999
16 CMIP 475 1e+05 80036275 80302868 594.653118713715 0.24662 0.03578 rs9931998 0.000442300000000002
16 CMTM1 79 1000 65157794 65170539 30.2981560747477 0.846 0.574 rs12448207 0.1311
16 CMTM2 79 1000 65170851 65179678 29.3452324921926 0.859 0.588 rs12448207 0.1311
16 CMTM3 90 1000 65195702 65205296 29.3605974087869 0.869 0.543 rs12448207 0.1311
16 CMTM4 122 1000 65206153 65288111 63.5371279851813 0.778 0.442 rs6499096 0.0465800000000001
16 CNGB1 187 1e+05 56475205 56562513 293.282769480618 0.09137 0.02189 rs16959476 0.000170400000000003
16 CNOT1 166 1000 57111355 57221251 81.0769020355237 0.862 0.52 rs4784049 0.0460599999999997
16 CNTNAP4 496 1000 74868676 75150636 376.054253692788 0.718 0.275 rs12449188 0.00313300000000001
16 COG4 46 1e+05 69071972 69114958 92.1486072082612 0.12873 0.0138 rs3931036 0.000568699999999993
16 COG7 101 1e+05 23307316 23372004 191.205536802239 0.09236 0.06576 rs152734 0.01886
16 COG8 49 1e+05 67920024 67931027 69.8165242312188 0.19794 0.01414 rs34415214 0.00256000000000001
16 COQ7 66 1e+05 18986427 18998853 112.86156920468 0.13157 0.05601 rs7188889 0.005679
16 COQ9 91 1000 56038902 56052680 61.1173047333286 0.682 0.707 rs2074545 0.151300000000003
16 CORO1A 12 1000 30102426 30107898 2.83398608910491 0.82 0.446 rs7201780 0.250600000000001
16 CORO7 89 1000 4344543 4406640 37.3790343728329 0.89 0.411 rs11645060 0.0737599999999999
16 COTL1 298 1e+05 83156704 83209170 469.524599132479 0.09389 0.04386 rs16974049 0.00199699999999999
16 COX4I1 96 1000 84390696 84398108 123.035684836965 0.244 0.127 rs9926882 0.01538
16 COX4NB 110 1000 84369735 84390601 128.050657192463 0.284 0.137 rs9926882 0.01538
16 COX6A2 38 1000 31346555 31347222 47.9570913874165 0.275 0.231 rs9929832 0.0223999999999999
16 CP110 147 1000 19442679 19472229 116.77675479884 0.582 0.3 rs3743957 0.0331699999999999
16 CPNE2 138 1000 55684010 55739377 109.745895078589 0.696 0.443 rs1627144 0.0332500000000001
16 CPNE7 72 1e+05 88169676 88191155 154.291944249167 0.06087 0.02213 rs3751691 0.002847
16 CRAMP1L 96 1000 1604901 1667910 75.4980568001295 0.497 0.168 rs761053 0.0262199999999999
16 CREBBP 80 1000 3715056 3870122 46.2572213454403 0.792 0.428 rs129988 0.0150299999999999
16 CRISPLD2 294 1000 83411112 83500615 271.358525445123 0.592 0.14 rs4782677 0.00515100000000001
16 CRYM 73 1000 21177342 21221918 116.507445043404 0.142 0.201 rs8062610 0.0268900000000001
16 CSNK2A2 150 1000 56749312 56789283 189.577006224505 0.279 0.315 rs1834021 0.0309099999999999
16 CTCF 25 1000 66153964 66230589 8.98867920265662 0.864 0.546 rs6979 0.172
16 CTF1 29 1e+05 30815428 30822382 190.558421203186 0.00332 0.00297 rs1458201 0.00122499999999998
16 CTF8 45 1e+05 67709413 67723985 99.4815828484139 0.06563 0.01555 rs3815821 0.002866
16 CTRB1 108 1e+05 73810384 73816323 330.489583813304 0.00753 0.008 rs11149808 0.000816000000000003
16 CTRB2 111 1e+05 73795494 73798573 319.90739674138 0.01119 0.00986 rs11149808 0.000816000000000003
16 CTRL 27 1000 66520973 66523266 13.7769906745406 0.715 0.321 rs34298659 0.0770799999999997
16 CX3CL1 84 1000 55963914 55976457 56.8477278352563 0.681 0.587 rs9927931 0.0849800000000004
16 CYB5B 99 1000 68015998 68057668 72.695409050485 0.578 0.201 rs34415214 0.00256000000000001
16 CYBA 94 1e+05 87237197 87244958 123.291286920146 0.206 0.0901 rs3180279 0.01286
16 CYLD 140 1000 49333461 49393347 129.732513079194 0.485 0.333 rs9922324 0.0368200000000001
16 DBNDD1 99 1000 88598779 88613438 100.419361980553 0.419 0.165 rs4785606 0.02205
16 DCI 64 1000 2229898 2241604 66.3366610050995 0.359 0.141 rs26873 0.00972400000000007
16 DCTN5 92 1000 23560307 23588683 113.908182260332 0.265 0.144 rs249954 0.008039
16 DCUN1D3 85 1e+05 20776896 20819161 168.406339558087 0.09497 0.04493 rs428863 0.000706300000000007
16 DDX19A 16 1e+05 68938324 68964782 55.6705568345902 0.02815 0.0023 rs11075763 0.00130699999999996
16 DDX19B 16 1e+05 68890572 68925232 48.4596198246648 0.04078 0.00504 rs8059245 0.00132799999999997
16 DDX28 30 1000 66612674 66615460 6.75305837067925 0.901 0.632 rs11643888 0.250299999999999
16 DECR2 60 1e+05 391858 402488 251.908442982065 0.00235 0.00208 rs7196963 0.000339899999999995
16 DEF8 87 1000 88542651 88561968 108.231886924507 0.242 0.149 rs4785606 0.02205
16 DEXI 96 1e+06 10930248 10943758 537.756395571405 4e-06 0.000211 rs4781031 8.20400000000007e-06
16 DHODH 117 1e+05 70600143 70616456 217.511333869841 0.09184 0.02927 rs8062895 0.00135399999999998
16 DHX38 117 1e+05 70685115 70704312 214.284046872824 0.118 0.08642 rs9928157 0.0280100000000001
16 DNAH3 214 1e+05 20851976 21078263 596.558782703741 0.00572 0.00057 rs3103810 2.46899999999998e-05
16 DNAJA2 36 1000 45546774 45565126 54.3434400267323 0.185 0.142 rs8060193 0.0790300000000002
16 DNAJA3 90 1000 4415882 4446776 30.9529290236168 0.867 0.383 rs11645060 0.0737599999999999
16 DNASE1 56 1e+05 3642940 3648097 59.0274510523033 0.3598 0.10232 rs2158442 0.00178299999999999
16 DNASE1L2 60 1000 2226468 2228713 71.8782537752079 0.311 0.133 rs26873 0.00972400000000007
16 DOC2A 64 1e+05 29924335 29929902 295.060979055958 0.01045 0.01099 rs7190269 0.00100200000000002
16 DOK4 86 1000 56063370 56077886 66.5164230305685 0.605 0.574 rs8055133 0.0145
16 DPEP1 84 1e+05 88207216 88232340 94.3973149062257 0.30291 0.09332 rs12709088 0.00547299999999999
16 DPEP2 34 1000 66578798 66590857 10.7021729550032 0.86 0.54 rs255057 0.1952
16 DPEP3 32 1000 66567066 66571953 10.2887778280956 0.842 0.515 rs255057 0.1952
16 DUS2L 46 1000 66614704 66670685 7.67138706549618 0.956 0.698 rs11643888 0.250299999999999
16 DYNC1LI2 67 1000 65312299 65343026 78.435547121869 0.258 0.247 rs6499096 0.0465800000000001
16 DYNLRB2 107 1000 79132354 79142042 77.5351245486296 0.633 0.369 rs8048990 0.0332399999999998
16 E2F4 45 1000 65783568 65790322 21.7760385879104 0.744 0.534 rs35449178 0.1319
16 E4F1 61 1e+05 2213567 2225744 80.5127389286493 0.24038 0.10035 rs26873 0.00972400000000007
16 EARS2 97 1e+05 23440834 23476197 210.20950960103 0.09273 0.04241 rs457964 0.00978399999999997
16 EDC4 33 1000 66464499 66475907 12.5901529171126 0.809 0.283 rs34298659 0.0770799999999997
16 EEF2K 90 1000 22125092 22207567 72.5985931408832 0.537 0.402 rs9935059 0.0874199999999999
16 ELMO3 43 1000 65790528 65795428 18.5247322086975 0.77 0.583 rs13330273 0.2515
16 EME2 92 1000 1763229 1766240 77.8241047595088 0.459 0.309 rs1028590 0.0589199999999998
16 EMP2 180 1000 10533475 10582040 249.206776968966 0.169 0.118 rs2068355 0.00269599999999998
16 ERAF 60 1000 31446703 31447625 47.2986774403471 0.511 0.517 rs4889664 0.1454
16 ERCC4 124 1000 13921514 13953706 192.115509700211 0.148 0.137 rs11075221 0.02293
16 ERN2 96 1000 23609126 23632322 116.543978391279 0.281 0.183 rs12928296 0.01456
16 EXOC3L 45 1000 65775782 65781608 23.285194266189 0.697 0.482 rs35449178 0.1319
16 EXOD1 86 1e+05 20699015 20725296 133.537386945603 0.18527 0.09132 rs6654 0.03199
16 EXOSC6 6 1e+05 68841634 68843334 17.6087686343096 0.03605 0.01106 rs16970606 0.00434200000000001
16 FA2H 117 1e+05 73304358 73366222 160.718646778329 0.14824 0.03635 rs241368 0.00137299999999998
16 FAHD1 165 1000 1817225 1830173 82.1602654172792 0.664 0.321 rs1028590 0.0589199999999998
16 FAM100A 51 1000 4598884 4604928 90.0828296801154 0.114 0.11 rs1659479 0.0314999999999999
16 FAM173A 58 1e+05 711158 712591 107.863808527553 0.08165 0.05651 rs4984683 0.00414200000000002
16 FAM18A 114 1000 10768033 10820122 104.444226969474 0.507 0.428 rs11074930 0.06432
16 FAM57B 62 1e+05 29943248 29949687 288.222654162655 0.00787 0.01113 rs7190269 0.00100200000000002
16 FAM65A 20 1000 66120254 66138190 8.75877349685519 0.766 0.592 rs13338499 0.3334
16 FAM86A 50 1000 5075235 5087782 42.4116343200544 0.562 0.14 rs9932776 0.01092
16 FAM92B 171 1000 83689465 83703615 180.453017470583 0.398 0.102 rs3751753 0.001188
16 FAM96B 44 1000 65523466 65525804 23.338257549011 0.825 0.48 rs7194513 0.0823099999999999
16 FANCA 180 1000 88331459 88410566 108.459118453322 0.634 0.29 rs13339414 0.02778
16 FBRS 17 1e+05 30583278 30589632 51.2780359283327 0.04758 0.01929 rs12918327 0.0107
16 FBXL16 75 1e+05 682505 695809 161.867293818681 0.06234 0.03734 rs1139897 0.001958
16 FBXL19 50 1e+06 30843396 30867605 338.274719833832 0.003296 0.002047 rs17855121 0.000809099999999994
16 FBXL8 39 1000 65751391 65755578 17.7696459034764 0.782 0.539 rs35449178 0.1319
16 FBXO31 132 1e+05 85920442 85974864 216.657606183501 0.10443 0.04334 rs4843586 0.000894099999999995
16 FHOD1 55 1000 65820792 65838926 30.7025687166766 0.69 0.441 rs785029 0.0697200000000001
16 FLJ11151 368 1e+05 12661156 12805245 753.670030599817 0.0189 0.03967 rs11643640 0.00108700000000002
16 FLJ11171 110 1000 69873703 69881010 193.201361584048 0.139 0.1 rs9935768 0.01196
16 FLJ14154 98 1e+05 3433668 3476964 202.678830054545 0.06779 0.08768 rs6501176 0.01077
16 FLJ22167 79 1e+05 74129515 74147671 179.653642625686 0.04918 0.03299 rs3736377 0.001976
16 FLJ25404 61 1e+05 29942155 29943524 284.11703224908 0.00923 0.0118 rs7190269 0.00100200000000002
16 FLJ36208 59 1e+05 557032 559496 108.293898463048 0.11334 0.03844 rs7763 0.00308400000000002
16 FLJ37464 23 1000 65580133 65601160 14.8562972853452 0.639 0.436 rs13336470 0.127
16 FLJ41766 37 1000 21219670 21237413 65.1568892923283 0.168 0.141 rs226044 0.0867500000000006
16 FLYWCH1 113 1000 2901980 2941210 90.0220627740861 0.542 0.481 rs2074358 0.0728200000000001
16 FLYWCH2 97 1000 2873318 2889357 87.8745433830407 0.402 0.41 rs2074358 0.0728200000000001
16 FOXC2 174 1000 85158442 85159948 168.164608287034 0.448 0.144 rs12445412 0.01005
16 FOXF1 161 1000 85101633 85105571 88.3348446283631 0.863 0.636 rs12444356 0.1023
16 FOXL1 158 1000 85169615 85172805 180.510472846921 0.339 0.102 rs889597 0.00434599999999999
16 FTO 588 1e+05 52295375 52705882 839.157232964858 0.1398 0.01755 rs16953089 0.000110000000000001
16 FUK 34 1e+05 69045998 69071678 68.5127506942418 0.1069 0.00935 rs3931036 0.000568699999999993
16 FUS 22 1e+05 31098953 31110600 127.885414651442 0.00249 0.00281 rs7190802 0.00105500000000001
16 GABARAPL2 84 1e+05 74157749 74169280 184.183656539216 0.06509 0.04631 rs3736377 0.001976
16 GALNS 115 1000 87407642 87450875 82.2645359427134 0.655 0.446 rs555812 0.01937
16 GAN 240 1000 79906075 79971441 157.855388345187 0.736 0.48 rs9889196 0.02597
16 GAS8 88 1000 88616508 88638880 74.4632468851125 0.54 0.239 rs7201721 0.0297499999999999
16 GBL 50 1e+05 2195450 2199419 91.9124390461178 0.11487 0.05628 rs8062006 0.00807300000000001
16 GCSH 140 1000 79673429 79687481 56.8952801377313 0.897 0.667 rs8045625 0.0220899999999999
16 GDE1 127 1000 19420515 19440951 109.991980773112 0.482 0.218 rs7202676 0.01755
16 GDPD3 35 1e+05 30023631 30032379 90.3174468800607 0.03652 0.01105 rs9783783 0.002453
16 GFER 85 1000 1974150 1977751 80.0439446825295 0.423 0.168 rs9921461 0.0132600000000001
16 GFOD2 23 1000 66265939 66310720 4.86651327830459 0.926 0.524 rs6979 0.172
16 GGA2 82 1e+05 23383143 23429309 185.646391826146 0.09348 0.04548 rs7199641 0.01689
16 GINS2 104 1000 84268780 84280081 57.0489264088514 0.715 0.345 rs871290 0.03176
16 GINS3 77 1000 56983798 56997549 60.4350010109495 0.606 0.318 rs8057901 0.0458099999999999
16 GIYD1-2 10 1000 30112717 30116383 1.4455076846222 0.922 0.668 rs35089016 0.5635
16 GIYD2-2 10 1000 30112717 30116383 1.4455076846222 0.904 0.692 rs35089016 0.5635
16 GLG1 150 1000 73043356 73198518 183.948455634885 0.236 0.147 rs3851729 0.02153
16 GLIS2 52 1000 4322225 4329599 29.5500162322205 0.753 0.256 rs17694688 0.00616200000000001
